department,job_role,salary,overtime,overtime_hours,hours_worked,projects_handled,performance_rating,productivity_score,years_at_company,attrition,hourly_rate,overtime_cost,efficiency_score,high_risk
Research & Development,Laboratory Technician,2008.0,No,5.0,45.0,7,3.0,0.6,1,No,12.55,62.75,0.09999999999999999,0
Sales,Sales Executive,6244.0,No,5.0,45.0,4,3.0,0.6,5,No,39.025,195.125,0.09999999999999999,0
Research & Development,Research Scientist,2799.0,Yes,15.0,55.0,7,3.0,0.6,3,No,17.49375,262.40625,0.0375,1
Research & Development,Healthcare Representative,10552.0,Yes,15.0,55.0,3,3.0,0.6,6,No,65.95,989.25,0.0375,1
Sales,Sales Representative,2329.0,No,5.0,45.0,7,3.0,0.6,7,No,14.55625,72.78125,0.09999999999999999,0
Research & Development,Healthcare Representative,4014.0,Yes,15.0,55.0,6,4.0,0.8,10,No,25.0875,376.3125,0.05,0
Research & Development,Laboratory Technician,7403.0,No,5.0,45.0,6,3.0,0.6,26,No,46.26875,231.34375,0.09999999999999999,0
Research & Development,Research Scientist,2259.0,No,5.0,45.0,5,3.0,0.6,0,No,14.11875,70.59375,0.09999999999999999,0
Sales,Sales Executive,6932.0,No,5.0,45.0,7,3.0,0.6,9,No,43.325,216.625,0.09999999999999999,0
Research & Development,Research Scientist,4678.0,No,5.0,45.0,7,3.0,0.6,6,No,29.2375,146.1875,0.09999999999999999,0
Research & Development,Research Director,13582.0,No,5.0,45.0,6,3.0,0.6,15,No,84.8875,424.4375,0.09999999999999999,0
Research & Development,Laboratory Technician,2332.0,No,5.0,45.0,4,4.0,0.8,3,No,14.575,72.875,0.13333333333333333,0
Sales,Sales Representative,2413.0,Yes,15.0,55.0,8,3.0,0.6,1,Yes,15.08125,226.21875,0.0375,1
Sales,Sales Executive,9705.0,No,5.0,45.0,6,3.0,0.6,1,No,60.65625,303.28125,0.09999999999999999,0
Sales,Sales Executive,4294.0,No,5.0,45.0,6,3.0,0.6,7,No,26.8375,134.1875,0.09999999999999999,0
Research & Development,Laboratory Technician,4721.0,Yes,15.0,55.0,3,3.0,0.6,18,No,29.50625,442.59375,0.0375,1
Research & Development,Laboratory Technician,2519.0,No,5.0,45.0,8,4.0,0.8,11,No,15.74375,78.71875,0.13333333333333333,0
Sales,Sales Representative,2121.0,Yes,15.0,55.0,8,3.0,0.6,1,Yes,13.25625,198.84375,0.0375,1
Research & Development,Laboratory Technician,2973.0,No,5.0,45.0,6,3.0,0.6,1,Yes,18.58125,92.90625,0.09999999999999999,0
Research & Development,Healthcare Representative,5855.0,Yes,15.0,55.0,8,3.0,0.6,9,No,36.59375,548.90625,0.0375,1
Research & Development,Research Scientist,3617.0,Yes,15.0,55.0,5,3.0,0.6,1,No,22.60625,339.09375,0.0375,1
Research & Development,Manufacturing Director,6725.0,No,5.0,45.0,6,3.0,0.6,8,No,42.03125,210.15625,0.09999999999999999,0
Sales,Sales Executive,10325.0,Yes,15.0,55.0,7,3.0,0.6,16,Yes,64.53125,967.96875,0.0375,1
Research & Development,Healthcare Representative,6949.0,No,5.0,45.0,6,3.0,0.6,5,No,43.43125,217.15625,0.09999999999999999,0
Sales,Sales Executive,10609.0,No,5.0,45.0,4,3.0,0.6,14,Yes,66.30625,331.53125,0.09999999999999999,0
Research & Development,Laboratory Technician,4447.0,No,5.0,45.0,8,3.0,0.6,9,No,27.79375,138.96875,0.09999999999999999,0
Sales,Sales Representative,2157.0,No,5.0,45.0,6,3.0,0.6,3,No,13.48125,67.40625,0.09999999999999999,0
Sales,Sales Executive,4601.0,No,5.0,45.0,7,3.0,0.6,5,No,28.75625,143.78125,0.09999999999999999,0
Research & Development,Manager,17099.0,No,5.0,45.0,5,3.0,0.6,9,No,106.86875,534.34375,0.09999999999999999,0
Research & Development,Research Scientist,2479.0,No,5.0,45.0,3,4.0,0.8,1,Yes,15.49375,77.46875,0.13333333333333333,0
Sales,Manager,14852.0,No,5.0,45.0,8,3.0,0.6,17,No,92.825,464.125,0.09999999999999999,0
Sales,Sales Executive,7264.0,No,5.0,45.0,7,3.0,0.6,8,No,45.4,227.0,0.09999999999999999,0
Sales,Sales Executive,5666.0,Yes,15.0,55.0,4,3.0,0.6,5,No,35.4125,531.1875,0.0375,1
Sales,Sales Executive,7823.0,No,5.0,45.0,5,3.0,0.6,10,No,48.89375,244.46875,0.09999999999999999,0
Sales,Sales Executive,7880.0,No,5.0,45.0,8,3.0,0.6,8,No,49.25,246.25,0.09999999999999999,0
Sales,Sales Executive,13194.0,Yes,15.0,55.0,8,3.0,0.6,1,Yes,82.4625,1236.9375,0.0375,1
Research & Development,Manufacturing Director,5067.0,Yes,15.0,55.0,8,3.0,0.6,19,No,31.66875,475.03125,0.0375,1
Sales,Sales Executive,5079.0,No,5.0,45.0,4,3.0,0.6,7,No,31.74375,158.71875,0.09999999999999999,0
Research & Development,Research Scientist,2321.0,Yes,15.0,55.0,5,4.0,0.8,3,Yes,14.50625,217.59375,0.05,0
Sales,Manager,17444.0,No,5.0,45.0,8,3.0,0.6,10,No,109.025,545.125,0.09999999999999999,0
Research & Development,Research Scientist,2404.0,Yes,15.0,55.0,7,4.0,0.8,0,Yes,15.025,225.375,0.05,0
Research & Development,Research Scientist,3452.0,No,5.0,45.0,4,3.0,0.6,3,No,21.575,107.875,0.09999999999999999,0
Research & Development,Laboratory Technician,2270.0,No,5.0,45.0,6,3.0,0.6,5,No,14.1875,70.9375,0.09999999999999999,0
Research & Development,Research Director,17399.0,No,5.0,45.0,8,4.0,0.8,5,No,108.74375,543.71875,0.13333333333333333,0
Research & Development,Healthcare Representative,5488.0,Yes,15.0,55.0,5,3.0,0.6,6,No,34.3,514.5,0.0375,1
Research & Development,Research Director,19419.0,No,5.0,45.0,7,3.0,0.6,18,No,121.36875,606.84375,0.09999999999999999,0
Research & Development,Laboratory Technician,2811.0,No,5.0,45.0,7,3.0,0.6,2,No,17.56875,87.84375,0.09999999999999999,0
Research & Development,Laboratory Technician,3633.0,Yes,15.0,55.0,7,3.0,0.6,9,No,22.70625,340.59375,0.0375,1
Sales,Sales Executive,4163.0,Yes,15.0,55.0,5,3.0,0.6,9,No,26.01875,390.28125,0.0375,1
Research & Development,Research Scientist,2132.0,Yes,15.0,55.0,8,3.0,0.6,5,Yes,13.325,199.875,0.0375,1
Research & Development,Manufacturing Director,13973.0,Yes,15.0,55.0,6,3.0,0.6,12,No,87.33125,1309.96875,0.0375,1
Research & Development,Research Scientist,2684.0,No,5.0,45.0,7,3.0,0.6,2,No,16.775,83.875,0.09999999999999999,0
Research & Development,Manufacturing Director,10845.0,No,5.0,45.0,6,3.0,0.6,8,No,67.78125,338.90625,0.09999999999999999,0
Research & Development,Manufacturing Director,4377.0,No,5.0,45.0,3,3.0,0.6,4,No,27.35625,136.78125,0.09999999999999999,0
Research & Development,Laboratory Technician,3743.0,Yes,15.0,55.0,4,4.0,0.8,4,Yes,23.39375,350.90625,0.05,0
Research & Development,Manufacturing Director,4148.0,No,5.0,45.0,4,3.0,0.6,4,No,25.925,129.625,0.09999999999999999,0
Research & Development,Research Scientist,1051.0,No,5.0,45.0,6,3.0,0.6,0,No,6.56875,32.84375,0.09999999999999999,0
Research & Development,Manufacturing Director,10739.0,No,5.0,45.0,5,3.0,0.6,10,No,67.11875,335.59375,0.09999999999999999,0
Research & Development,Healthcare Representative,10388.0,Yes,15.0,55.0,3,3.0,0.6,16,No,64.925,973.875,0.0375,1
Research & Development,Research Director,11416.0,Yes,15.0,55.0,4,3.0,0.6,8,No,71.35,1070.25,0.0375,1
Research & Development,Research Scientist,2600.0,Yes,15.0,55.0,3,3.0,0.6,1,Yes,16.25,243.75,0.0375,1
Research & Development,Laboratory Technician,2422.0,No,5.0,45.0,5,3.0,0.6,3,Yes,15.1375,75.6875,0.09999999999999999,0
Research & Development,Manufacturing Director,5472.0,No,5.0,45.0,5,3.0,0.6,8,No,34.2,171.0,0.09999999999999999,0
Research & Development,Laboratory Technician,2451.0,No,5.0,45.0,3,3.0,0.6,4,No,15.31875,76.59375,0.09999999999999999,0
Research & Development,Healthcare Representative,4240.0,No,5.0,45.0,4,3.0,0.6,2,No,26.5,132.5,0.09999999999999999,0
Research & Development,Healthcare Representative,10999.0,No,5.0,45.0,5,3.0,0.6,15,No,68.74375,343.71875,0.09999999999999999,0
Research & Development,Manufacturing Director,5003.0,No,5.0,45.0,4,3.0,0.6,2,No,31.26875,156.34375,0.09999999999999999,0
Research & Development,Manufacturing Director,12742.0,No,5.0,45.0,4,3.0,0.6,21,No,79.6375,398.1875,0.09999999999999999,0
Research & Development,Manufacturing Director,4227.0,No,5.0,45.0,4,3.0,0.6,3,No,26.41875,132.09375,0.09999999999999999,0
Research & Development,Laboratory Technician,3917.0,No,5.0,45.0,4,4.0,0.8,3,No,24.48125,122.40625,0.13333333333333333,0
Sales,Manager,18303.0,No,5.0,45.0,5,3.0,0.6,1,No,114.39375,571.96875,0.09999999999999999,0
Research & Development,Laboratory Technician,2380.0,No,5.0,45.0,8,3.0,0.6,1,No,14.875,74.375,0.09999999999999999,0
Research & Development,Manufacturing Director,13726.0,Yes,15.0,55.0,7,3.0,0.6,5,No,85.7875,1286.8125,0.0375,1
Research & Development,Healthcare Representative,4777.0,No,5.0,45.0,8,3.0,0.6,1,Yes,29.85625,149.28125,0.09999999999999999,0
Research & Development,Healthcare Representative,6385.0,Yes,15.0,55.0,5,3.0,0.6,8,No,39.90625,598.59375,0.0375,1
Research & Development,Research Director,19973.0,No,5.0,45.0,3,4.0,0.8,21,No,124.83125,624.15625,0.13333333333333333,0
Sales,Sales Executive,6861.0,Yes,15.0,55.0,8,3.0,0.6,1,No,42.88125,643.21875,0.0375,1
Sales,Sales Executive,4969.0,No,5.0,45.0,6,3.0,0.6,2,Yes,31.05625,155.28125,0.09999999999999999,0
Sales,Manager,19845.0,No,5.0,45.0,5,3.0,0.6,32,Yes,124.03125,620.15625,0.09999999999999999,0
Sales,Sales Executive,13320.0,Yes,15.0,55.0,4,3.0,0.6,12,No,83.25,1248.75,0.0375,1
Sales,Sales Executive,6347.0,No,5.0,45.0,4,3.0,0.6,18,No,39.66875,198.34375,0.09999999999999999,0
Research & Development,Laboratory Technician,2743.0,No,5.0,45.0,3,3.0,0.6,17,Yes,17.14375,85.71875,0.09999999999999999,0
Research & Development,Manufacturing Director,10880.0,Yes,15.0,55.0,6,3.0,0.6,21,No,68.0,1020.0,0.0375,1
Sales,Sales Representative,2342.0,No,5.0,45.0,5,3.0,0.6,2,No,14.6375,73.1875,0.09999999999999999,0
Sales,Manager,17650.0,No,5.0,45.0,3,3.0,0.6,9,No,110.3125,551.5625,0.09999999999999999,0
Research & Development,Laboratory Technician,4025.0,No,5.0,45.0,3,3.0,0.6,8,No,25.15625,125.78125,0.09999999999999999,0
Sales,Sales Executive,9725.0,No,5.0,45.0,6,3.0,0.6,15,No,60.78125,303.90625,0.09999999999999999,0
Sales,Manager,11904.0,Yes,15.0,55.0,5,3.0,0.6,6,No,74.4,1116.0,0.0375,1
Human Resources,Human Resources,2177.0,No,5.0,45.0,4,3.0,0.6,6,No,13.60625,68.03125,0.09999999999999999,0
Sales,Sales Executive,7525.0,No,5.0,45.0,7,3.0,0.6,15,No,47.03125,235.15625,0.09999999999999999,0
Research & Development,Laboratory Technician,4834.0,No,5.0,45.0,3,3.0,0.6,1,Yes,30.2125,151.0625,0.09999999999999999,0
Research & Development,Research Scientist,2042.0,Yes,15.0,55.0,8,3.0,0.6,3,Yes,12.7625,191.4375,0.0375,1
Sales,Sales Representative,2220.0,Yes,15.0,55.0,6,3.0,0.6,1,No,13.875,208.125,0.0375,1
Sales,Sales Representative,1052.0,No,5.0,45.0,3,4.0,0.8,1,No,6.575,32.875,0.13333333333333333,0
Research & Development,Research Scientist,2821.0,No,5.0,45.0,7,3.0,0.6,2,No,17.63125,88.15625,0.09999999999999999,0
Research & Development,Research Director,19237.0,Yes,15.0,55.0,8,3.0,0.6,8,No,120.23125,1803.46875,0.0375,1
Research & Development,Healthcare Representative,4107.0,No,5.0,45.0,6,3.0,0.6,4,No,25.66875,128.34375,0.09999999999999999,0
Sales,Sales Executive,8396.0,No,5.0,45.0,4,3.0,0.6,7,No,52.475,262.375,0.09999999999999999,0
Research & Development,Research Scientist,2007.0,No,5.0,45.0,8,3.0,0.6,5,No,12.54375,62.71875,0.09999999999999999,0
Research & Development,Research Director,19627.0,No,5.0,45.0,4,3.0,0.6,2,No,122.66875,613.34375,0.09999999999999999,0
Sales,Sales Executive,10686.0,No,5.0,45.0,4,3.0,0.6,9,No,66.7875,333.9375,0.09999999999999999,0
Research & Development,Research Scientist,2942.0,No,5.0,45.0,8,3.0,0.6,5,No,18.3875,91.9375,0.09999999999999999,0
Research & Development,Manufacturing Director,8858.0,No,5.0,45.0,4,3.0,0.6,14,No,55.3625,276.8125,0.09999999999999999,0
Research & Development,Manager,16756.0,No,5.0,45.0,5,3.0,0.6,9,No,104.725,523.625,0.09999999999999999,0
Sales,Sales Executive,10798.0,No,5.0,45.0,5,3.0,0.6,1,No,67.4875,337.4375,0.09999999999999999,0
Sales,Sales Representative,2323.0,Yes,15.0,55.0,4,3.0,0.6,2,Yes,14.51875,217.78125,0.0375,1
Research & Development,Laboratory Technician,1416.0,No,5.0,45.0,8,3.0,0.6,1,Yes,8.85,44.25,0.09999999999999999,0
Research & Development,Research Scientist,4615.0,Yes,15.0,55.0,5,4.0,0.8,16,No,28.84375,432.65625,0.05,0
Research & Development,Research Scientist,2461.0,Yes,15.0,55.0,6,3.0,0.6,10,Yes,15.38125,230.71875,0.0375,1
Research & Development,Healthcare Representative,8722.0,No,5.0,45.0,6,3.0,0.6,10,Yes,54.5125,272.5625,0.09999999999999999,0
Research & Development,Laboratory Technician,3955.0,No,5.0,45.0,5,3.0,0.6,5,No,24.71875,123.59375,0.09999999999999999,0
Research & Development,Manufacturing Director,9957.0,No,5.0,45.0,3,3.0,0.6,6,No,62.23125,311.15625,0.09999999999999999,0
Research & Development,Research Scientist,3376.0,No,5.0,45.0,5,3.0,0.6,10,No,21.1,105.5,0.09999999999999999,0
Research & Development,Healthcare Representative,8823.0,No,5.0,45.0,8,3.0,0.6,19,No,55.14375,275.71875,0.09999999999999999,0
Research & Development,Healthcare Representative,10322.0,No,5.0,45.0,3,4.0,0.8,11,No,64.5125,322.5625,0.13333333333333333,0
Research & Development,Laboratory Technician,4621.0,No,5.0,45.0,8,3.0,0.6,3,No,28.88125,144.40625,0.09999999999999999,0
Research & Development,Manufacturing Director,10976.0,No,5.0,45.0,8,3.0,0.6,3,No,68.6,343.0,0.09999999999999999,0
Research & Development,Research Scientist,3660.0,No,5.0,45.0,7,3.0,0.6,8,No,22.875,114.375,0.09999999999999999,0
Human Resources,Human Resources,10482.0,No,5.0,45.0,3,3.0,0.6,20,Yes,65.5125,327.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,7119.0,No,5.0,45.0,5,3.0,0.6,3,No,44.49375,222.46875,0.09999999999999999,0
Sales,Sales Executive,9582.0,Yes,15.0,55.0,8,4.0,0.8,8,Yes,59.8875,898.3125,0.05,0
Research & Development,Research Scientist,4508.0,No,5.0,45.0,8,4.0,0.8,13,Yes,28.175,140.875,0.13333333333333333,0
Research & Development,Laboratory Technician,2207.0,No,5.0,45.0,6,3.0,0.6,4,No,13.79375,68.96875,0.09999999999999999,0
Research & Development,Healthcare Representative,7756.0,No,5.0,45.0,5,3.0,0.6,6,No,48.475,242.375,0.09999999999999999,0
Sales,Sales Executive,6694.0,Yes,15.0,55.0,5,3.0,0.6,1,No,41.8375,627.5625,0.0375,1
Research & Development,Laboratory Technician,3691.0,Yes,15.0,55.0,8,3.0,0.6,7,Yes,23.06875,346.03125,0.0375,1
Research & Development,Laboratory Technician,2377.0,No,5.0,45.0,4,4.0,0.8,1,Yes,14.85625,74.28125,0.13333333333333333,0
Research & Development,Research Scientist,2313.0,Yes,15.0,55.0,5,4.0,0.8,2,Yes,14.45625,216.84375,0.05,0
Research & Development,Manager,17665.0,No,5.0,45.0,3,3.0,0.6,22,No,110.40625,552.03125,0.09999999999999999,0
Research & Development,Laboratory Technician,2596.0,No,5.0,45.0,3,3.0,0.6,1,Yes,16.225,81.125,0.09999999999999999,0
Sales,Sales Executive,4728.0,Yes,15.0,55.0,3,3.0,0.6,0,Yes,29.55,443.25,0.0375,1
Sales,Sales Executive,4302.0,No,5.0,45.0,7,3.0,0.6,3,No,26.8875,134.4375,0.09999999999999999,0
Research & Development,Research Scientist,2979.0,No,5.0,45.0,8,3.0,0.6,0,No,18.61875,93.09375,0.09999999999999999,0
Research & Development,Manager,16885.0,No,5.0,45.0,3,4.0,0.8,5,No,105.53125,527.65625,0.13333333333333333,0
Sales,Sales Executive,5593.0,No,5.0,45.0,6,3.0,0.6,15,No,34.95625,174.78125,0.09999999999999999,0
Research & Development,Healthcare Representative,10445.0,No,5.0,45.0,4,3.0,0.6,8,No,65.28125,326.40625,0.09999999999999999,0
Sales,Sales Executive,8740.0,Yes,15.0,55.0,8,3.0,0.6,8,No,54.625,819.375,0.0375,1
Research & Development,Research Scientist,2514.0,No,5.0,45.0,5,4.0,0.8,7,No,15.7125,78.5625,0.13333333333333333,0
Research & Development,Manufacturing Director,7655.0,No,5.0,45.0,4,3.0,0.6,9,No,47.84375,239.21875,0.09999999999999999,0
Sales,Manager,17465.0,No,5.0,45.0,3,3.0,0.6,12,No,109.15625,545.78125,0.09999999999999999,0
Sales,Sales Executive,7351.0,No,5.0,45.0,3,3.0,0.6,1,No,45.94375,229.71875,0.09999999999999999,0
Research & Development,Manufacturing Director,10820.0,No,5.0,45.0,5,3.0,0.6,8,No,67.625,338.125,0.09999999999999999,0
Research & Development,Healthcare Representative,12169.0,No,5.0,45.0,6,3.0,0.6,18,Yes,76.05625,380.28125,0.09999999999999999,0
Research & Development,Research Director,19626.0,No,5.0,45.0,7,3.0,0.6,20,No,122.6625,613.3125,0.09999999999999999,0
Research & Development,Research Scientist,2070.0,Yes,15.0,55.0,7,3.0,0.6,2,No,12.9375,194.0625,0.0375,1
Research & Development,Laboratory Technician,6782.0,No,5.0,45.0,3,3.0,0.6,5,No,42.3875,211.9375,0.09999999999999999,0
Research & Development,Manufacturing Director,7779.0,No,5.0,45.0,6,4.0,0.8,11,No,48.61875,243.09375,0.13333333333333333,0
Sales,Sales Representative,2791.0,No,5.0,45.0,7,3.0,0.6,2,No,17.44375,87.21875,0.09999999999999999,0
Research & Development,Research Scientist,3201.0,No,5.0,45.0,8,3.0,0.6,5,No,20.00625,100.03125,0.09999999999999999,0
Sales,Sales Executive,4968.0,No,5.0,45.0,8,3.0,0.6,5,No,31.05,155.25,0.09999999999999999,0
Sales,Sales Executive,13120.0,No,5.0,45.0,5,3.0,0.6,9,No,82.0,410.0,0.09999999999999999,0
Research & Development,Manufacturing Director,4033.0,No,5.0,45.0,5,3.0,0.6,3,No,25.20625,126.03125,0.09999999999999999,0
Research & Development,Research Scientist,3291.0,No,5.0,45.0,5,3.0,0.6,7,No,20.56875,102.84375,0.09999999999999999,0
Research & Development,Laboratory Technician,4272.0,No,5.0,45.0,4,3.0,0.6,1,No,26.7,133.5,0.09999999999999999,0
Research & Development,Manufacturing Director,5056.0,Yes,15.0,55.0,7,3.0,0.6,10,No,31.6,474.0,0.0375,1
Human Resources,Human Resources,2844.0,No,5.0,45.0,5,3.0,0.6,7,No,17.775,88.875,0.09999999999999999,0
Research & Development,Research Scientist,2703.0,Yes,15.0,55.0,5,3.0,0.6,3,No,16.89375,253.40625,0.0375,1
Research & Development,Laboratory Technician,1904.0,No,5.0,45.0,8,3.0,0.6,0,Yes,11.9,59.5,0.09999999999999999,0
Sales,Sales Executive,8224.0,Yes,15.0,55.0,8,3.0,0.6,5,Yes,51.4,771.0,0.0375,1
Research & Development,Laboratory Technician,4766.0,Yes,15.0,55.0,7,3.0,0.6,1,No,29.7875,446.8125,0.0375,1
Research & Development,Laboratory Technician,2610.0,No,5.0,45.0,4,3.0,0.6,2,Yes,16.3125,81.5625,0.09999999999999999,0
Research & Development,Healthcare Representative,5731.0,No,5.0,45.0,6,3.0,0.6,6,No,35.81875,179.09375,0.09999999999999999,0
Research & Development,Research Scientist,2539.0,No,5.0,45.0,4,3.0,0.6,4,No,15.86875,79.34375,0.09999999999999999,0
Sales,Sales Executive,5714.0,No,5.0,45.0,3,4.0,0.8,6,No,35.7125,178.5625,0.13333333333333333,0
Human Resources,Human Resources,4323.0,No,5.0,45.0,6,3.0,0.6,5,No,27.01875,135.09375,0.09999999999999999,0
Sales,Sales Executive,7336.0,No,5.0,45.0,7,3.0,0.6,11,Yes,45.85,229.25,0.09999999999999999,0
Research & Development,Research Director,13499.0,No,5.0,45.0,3,3.0,0.6,18,No,84.36875,421.84375,0.09999999999999999,0
Sales,Sales Executive,13758.0,Yes,15.0,55.0,5,3.0,0.6,21,Yes,85.9875,1289.8125,0.0375,1
Sales,Sales Executive,5155.0,No,5.0,45.0,3,3.0,0.6,6,No,32.21875,161.09375,0.09999999999999999,0
Research & Development,Laboratory Technician,2258.0,No,5.0,45.0,6,3.0,0.6,8,No,14.1125,70.5625,0.09999999999999999,0
Research & Development,Laboratory Technician,3597.0,No,5.0,45.0,6,4.0,0.8,4,No,22.48125,112.40625,0.13333333333333333,0
Research & Development,Laboratory Technician,2515.0,Yes,15.0,55.0,3,3.0,0.6,1,Yes,15.71875,235.78125,0.0375,1
Research & Development,Laboratory Technician,4420.0,No,5.0,45.0,6,4.0,0.8,8,No,27.625,138.125,0.13333333333333333,0
Sales,Sales Executive,6578.0,No,5.0,45.0,7,3.0,0.6,10,No,41.1125,205.5625,0.09999999999999999,0
Research & Development,Research Scientist,4422.0,Yes,15.0,55.0,5,3.0,0.6,1,No,27.6375,414.5625,0.0375,1
Research & Development,Manufacturing Director,10274.0,No,5.0,45.0,7,3.0,0.6,7,No,64.2125,321.0625,0.09999999999999999,0
Research & Development,Healthcare Representative,5343.0,No,5.0,45.0,5,4.0,0.8,13,No,33.39375,166.96875,0.13333333333333333,0
Research & Development,Laboratory Technician,2376.0,No,5.0,45.0,6,3.0,0.6,2,No,14.85,74.25,0.09999999999999999,0
Sales,Sales Executive,5346.0,No,5.0,45.0,6,3.0,0.6,4,Yes,33.4125,167.0625,0.09999999999999999,0
Sales,Sales Representative,2827.0,No,5.0,45.0,8,3.0,0.6,1,No,17.66875,88.34375,0.09999999999999999,0
Research & Development,Manager,19943.0,No,5.0,45.0,5,3.0,0.6,5,No,124.64375,623.21875,0.09999999999999999,0
Research & Development,Laboratory Technician,3131.0,No,5.0,45.0,5,3.0,0.6,10,No,19.56875,97.84375,0.09999999999999999,0
Research & Development,Research Scientist,2552.0,No,5.0,45.0,5,4.0,0.8,1,No,15.95,79.75,0.13333333333333333,0
Research & Development,Research Scientist,4477.0,Yes,15.0,55.0,3,3.0,0.6,3,No,27.98125,419.71875,0.0375,1
Research & Development,Manufacturing Director,6474.0,No,5.0,45.0,8,3.0,0.6,14,No,40.4625,202.3125,0.09999999999999999,0
Research & Development,Laboratory Technician,3033.0,No,5.0,45.0,5,3.0,0.6,2,No,18.95625,94.78125,0.09999999999999999,0
Research & Development,Research Scientist,2936.0,Yes,15.0,55.0,7,3.0,0.6,6,Yes,18.35,275.25,0.0375,1
Research & Development,Manager,18606.0,No,5.0,45.0,4,3.0,0.6,7,No,116.2875,581.4375,0.09999999999999999,0
Research & Development,Research Scientist,2168.0,Yes,15.0,55.0,8,3.0,0.6,5,No,13.55,203.25,0.0375,1
Research & Development,Research Scientist,2853.0,Yes,15.0,55.0,5,3.0,0.6,0,Yes,17.83125,267.46875,0.0375,1
Sales,Manager,17048.0,No,5.0,45.0,5,4.0,0.8,26,No,106.55,532.75,0.13333333333333333,0
Research & Development,Research Scientist,2290.0,No,5.0,45.0,7,3.0,0.6,0,No,14.3125,71.5625,0.09999999999999999,0
Human Resources,Human Resources,3600.0,No,5.0,45.0,3,3.0,0.6,5,No,22.5,112.5,0.09999999999999999,0
Research & Development,Research Scientist,2107.0,No,5.0,45.0,8,3.0,0.6,1,Yes,13.16875,65.84375,0.09999999999999999,0
Sales,Sales Executive,4115.0,No,5.0,45.0,7,3.0,0.6,4,No,25.71875,128.59375,0.09999999999999999,0
Sales,Sales Executive,4327.0,No,5.0,45.0,5,3.0,0.6,0,No,27.04375,135.21875,0.09999999999999999,0
Research & Development,Manager,17856.0,No,5.0,45.0,3,4.0,0.8,2,No,111.6,558.0,0.13333333333333333,0
Research & Development,Laboratory Technician,3196.0,No,5.0,45.0,5,3.0,0.6,6,No,19.975,99.875,0.09999999999999999,0
Research & Development,Research Director,19081.0,No,5.0,45.0,4,3.0,0.6,4,No,119.25625,596.28125,0.09999999999999999,0
Sales,Sales Executive,8966.0,Yes,15.0,55.0,5,3.0,0.6,7,No,56.0375,840.5625,0.0375,1
Research & Development,Laboratory Technician,2210.0,No,5.0,45.0,6,3.0,0.6,1,Yes,13.8125,69.0625,0.09999999999999999,0
Sales,Sales Executive,4539.0,No,5.0,45.0,8,3.0,0.6,10,No,28.36875,141.84375,0.09999999999999999,0
Research & Development,Laboratory Technician,2741.0,No,5.0,45.0,5,3.0,0.6,7,No,17.13125,85.65625,0.09999999999999999,0
Research & Development,Laboratory Technician,3491.0,No,5.0,45.0,7,3.0,0.6,10,No,21.81875,109.09375,0.09999999999999999,0
Research & Development,Research Scientist,4541.0,No,5.0,45.0,7,4.0,0.8,20,No,28.38125,141.90625,0.13333333333333333,0
Sales,Sales Representative,2678.0,No,5.0,45.0,7,3.0,0.6,2,No,16.7375,83.6875,0.09999999999999999,0
Research & Development,Manufacturing Director,7379.0,No,5.0,45.0,6,3.0,0.6,6,No,46.11875,230.59375,0.09999999999999999,0
Human Resources,Human Resources,6272.0,No,5.0,45.0,5,3.0,0.6,4,No,39.2,196.0,0.09999999999999999,0
Sales,Sales Executive,5220.0,Yes,15.0,55.0,8,3.0,0.6,11,No,32.625,489.375,0.0375,1
Research & Development,Laboratory Technician,2743.0,No,5.0,45.0,6,4.0,0.8,2,No,17.14375,85.71875,0.13333333333333333,0
Research & Development,Research Scientist,4998.0,Yes,15.0,55.0,5,3.0,0.6,8,No,31.2375,468.5625,0.0375,1
Research & Development,Manufacturing Director,10252.0,Yes,15.0,55.0,8,4.0,0.8,7,No,64.075,961.125,0.05,0
Research & Development,Research Scientist,2781.0,No,5.0,45.0,3,3.0,0.6,14,No,17.38125,86.90625,0.09999999999999999,0
Sales,Sales Executive,6852.0,No,5.0,45.0,8,3.0,0.6,5,No,42.825,214.125,0.09999999999999999,0
Sales,Sales Executive,4950.0,No,5.0,45.0,3,3.0,0.6,4,No,30.9375,154.6875,0.09999999999999999,0
Research & Development,Research Scientist,3579.0,Yes,15.0,55.0,4,4.0,0.8,11,No,22.36875,335.53125,0.05,0
Research & Development,Research Director,13191.0,Yes,15.0,55.0,5,3.0,0.6,1,No,82.44375,1236.65625,0.0375,1
Sales,Sales Executive,10377.0,Yes,15.0,55.0,4,3.0,0.6,13,No,64.85625,972.84375,0.0375,1
Research & Development,Research Scientist,2235.0,Yes,15.0,55.0,8,3.0,0.6,9,No,13.96875,209.53125,0.0375,1
Research & Development,Manufacturing Director,10502.0,No,5.0,45.0,7,3.0,0.6,5,No,65.6375,328.1875,0.09999999999999999,0
Research & Development,Research Scientist,2011.0,No,5.0,45.0,3,3.0,0.6,10,No,12.56875,62.84375,0.09999999999999999,0
Research & Development,Research Scientist,1859.0,Yes,15.0,55.0,6,4.0,0.8,1,Yes,11.61875,174.28125,0.05,0
Research & Development,Research Scientist,3760.0,No,5.0,45.0,6,3.0,0.6,3,No,23.5,117.5,0.09999999999999999,0
